Name,State,Median Household Income,90% CI Lower Bound,90% CI Upper Bound
Harnett County,NC,45.38,42.124,48.636
Haywood County,NC,42.812,39.26,46.364
Henderson County,NC,47.286,44.042,50.53
Hertford County,NC,30.056,28.091,32.021
Hoke County,NC,44.175,40.393,47.957
Hyde County,NC,36.891,33.021,40.761
Iredell County,NC,54.026,51.386,56.666
Jackson County,NC,38.13,34.626,41.634
Johnston County,NC,50.055,47.061,53.049
Jones County,NC,38.928,34.795,43.061
Lee County,NC,46.073,42.371,49.775
Lenoir County,NC,35.991,32.967,39.015
Lincoln County,NC,49.676,46.438,52.914
McDowell County,NC,37.881,34.526,41.236
Macon County,NC,37.884,34.261,41.507
Madison County,NC,38.445,34.901,41.989
Martin County,NC,35.93,32.415,39.445
Mecklenburg County,NC,59.049,56.986,61.112
Mitchell County,NC,36.795,33.283,40.307
Montgomery County,NC,38.53,34.85,42.21
Moore County,NC,51.65,47.826,55.474
Nash County,NC,43.348,40.519,46.177
New Hanover County,NC,49.905,46.982,52.828
Northampton County,NC,32.063,29.448,34.678
Onslow County,NC,47.201,44.38,50.022
Orange County,NC,60.304,55.834,64.774
Pamlico County,NC,43.097,38.669,47.525
Pasquotank County,NC,44.596,42.626,46.566
Pender County,NC,45.453,41.279,49.627
Perquimans County,NC,41.328,37.02,45.636
Person County,NC,45.841,42.582,49.1
Pitt County,NC,41.765,39.901,43.629
Polk County,NC,45.464,41.549,49.379
Randolph County,NC,41.77,39.389,44.151
Richmond County,NC,34.665,32.177,37.153
Robeson County,NC,30.414,28.864,31.964
Rockingham County,NC,39.606,36.761,42.451
Rowan County,NC,44.973,42.395,47.551
Rutherford County,NC,35.629,32.789,38.469
Sampson County,NC,33.876,31.361,36.391
Scotland County,NC,32.782,30.377,35.187
Stanly County,NC,41.921,39.077,44.765
Stokes County,NC,45.065,41.067,49.063
Surry County,NC,37.915,34.872,40.958
Swain County,NC,34.788,32.43,37.146
Transylvania County,NC,44.49,40.793,48.187
Tyrrell County,NC,32.773,29.242,36.304
Union County,NC,64.381,60.573,68.189
Vance County,NC,33.609,30.454,36.764
Wake County,NC,66.95,64.949,68.951
Warren County,NC,33.869,30.538,37.2
Washington County,NC,32.867,29.524,36.21
Watauga County,NC,41.942,39.216,44.668
Wayne County,NC,36.89,34.952,38.828
Wilkes County,NC,33.398,30.95,35.846
Wilson County,NC,39.268,36.782,41.754
Yadkin County,NC,40.801,36.771,44.831
Yancey County,NC,35.974,32.449,39.499
North Dakota,NC,60.227,58.786,61.668
Adams County,ND,45.71,41.251,50.169
Barnes County,ND,52.376,47.91,56.842
Benson County,ND,39.342,35.602,43.082
Billings County,ND,75.096,67.057,83.135
Bottineau County,ND,56.965,51.366,62.564
Bowman County,ND,60.946,54.675,67.217
Burke County,ND,62.875,56.539,69.211
Burleigh County,ND,66.734,62.046,71.422
Cass County,ND,53.755,50.857,56.653
Cavalier County,ND,54.057,48.678,59.436
Dickey County,ND,51.817,46.762,56.872
Divide County,ND,67.344,60.037,74.651
Dunn County,ND,72.018,64.433,79.603
Eddy County,ND,47.596,44.149,51.043
Emmons County,ND,44.282,41.034,47.53
Foster County,ND,54.593,49.6,59.586
Golden Valley County,ND,53.42,47.836,59.004
Grand Forks County,ND,50.435,46.81,54.06
Grant County,ND,39.679,36.029,43.329
Griggs County,ND,51.192,46.333,56.051
Hettinger County,ND,50.038,46.119,53.957
Kidder County,ND,46.923,42.766,51.08
LaMoure County,ND,53.721,48.285,59.157
Logan County,ND,44.696,40.292,49.1
McHenry County,ND,48.887,44.027,53.747
McIntosh County,ND,40.258,36.326,44.19
McKenzie County,ND,81.209,73.397,89.021
McLean County,ND,56.616,51.868,61.364
Mercer County,ND,74.047,67.748,80.346
Morton County,ND,54.637,50.342,58.932
Mountrail County,ND,66.807,61.034,72.58
Nelson County,ND,45.04,40.359,49.721
Oliver County,ND,62.01,55.586,68.434
Pembina County,ND,56.298,50.828,61.768
Pierce County,ND,39.572,36.455,42.689
Ramsey County,ND,51.097,46.064,56.13
Ransom County,ND,56.27,51.514,61.026
Renville County,ND,60.957,54.93,66.984
Richland County,ND,57.177,52.344,62.01
Rolette County,ND,35.63,32.121,39.139
Sargent County,ND,58.467,52.686,64.248
Sheridan County,ND,44.99,41.395,48.585
Sioux County,ND,33.95,30.83,37.07
Slope County,ND,55.664,49.704,61.624
Stark County,ND,76.672,72.717,80.627
Steele County,ND,59.408,53.884,64.932
Stutsman County,ND,53.333,49.292,57.374
Towner County,ND,51.961,46.472,57.45
Traill County,ND,58.995,53.407,64.583
Walsh County,ND,51.754,47.888,55.62
Ward County,ND,62.526,58.538,66.514
Wells County,ND,51.47,46.514,56.426
Williams County,ND,86.354,77.983,94.725
Ohio,ND,49.349,48.991,49.707
Adams County,OH,34.116,30.797,37.435
Allen County,OH,43.602,40.496,46.708
Ashland County,OH,47.369,43.448,51.29
Ashtabula County,OH,39.757,37.438,42.076
Athens County,OH,34.216,31.295,37.137
Auglaize County,OH,52.65,48.994,56.306
Belmont County,OH,41.983,39.183,44.783
Brown County,OH,46.484,42.621,50.347
Butler County,OH,58.558,56.387,60.729
Carroll County,OH,46.177,42.19,50.164
Champaign County,OH,50.302,46.824,53.78
Clark County,OH,42.029,40.654,43.404
Clermont County,OH,62.158,59.815,64.501
Clinton County,OH,49.453,46.435,52.471
Columbiana County,OH,42.645,39.945,45.345
Coshocton County,OH,41.547,38,45.094
Crawford County,OH,39.881,37.045,42.717
Cuyahoga County,OH,44.138,43.126,45.15
Darke County,OH,46.61,42.643,50.577
Defiance County,OH,53.026,50.522,55.53
Delaware County,OH,97.802,93.402,102.202
Erie County,OH,49.234,45.574,52.894
Fairfield County,OH,59.921,56.81,63.032
Fayette County,OH,44.947,41.807,48.087
Franklin County,OH,53.164,52.013,54.315
Fulton County,OH,54.666,51.151,58.181
Gallia County,OH,36.675,32.831,40.519
Geauga County,OH,72.264,69.763,74.765
Greene County,OH,59.382,55.599,63.165
Guernsey County,OH,41.94,38.916,44.964
Hamilton County,OH,48.973,47.35,50.596
Hancock County,OH,51.498,49.206,53.79
Hardin County,OH,45.195,42.552,47.838
Harrison County,OH,42.582,39.471,45.693
Henry County,OH,53.645,49.637,57.653
Highland County,OH,41.611,38.664,44.558
Hocking County,OH,42.374,38.628,46.12
Holmes County,OH,50.069,46.166,53.972
Huron County,OH,47.824,45.583,50.065
Jackson County,OH,41.161,37.601,44.721
Jefferson County,OH,40.148,37.046,43.25
Knox County,OH,46.908,44.912,48.904
Lake County,OH,58.697,56.068,61.326
Lawrence County,OH,41.608,38.628,44.588
Licking County,OH,57.308,54.344,60.272
Logan County,OH,50.753,47.703,53.803
Lorain County,OH,52.331,50.347,54.315
Lucas County,OH,42.344,40.976,43.712
Madison County,OH,52.996,49.726,56.266
Mahoning County,OH,41.316,39.876,42.756
Marion County,OH,42.24,38.718,45.762
Medina County,OH,68.405,65.193,71.617
Meigs County,OH,38.081,35.752,40.41
Mercer County,OH,52.606,48.87,56.342
Miami County,OH,51.868,48.94,54.796
Monroe County,OH,40.646,37.66,43.632
Montgomery County,OH,42.994,41.511,44.477
Morgan County,OH,37.923,34.22,41.626
Morrow County,OH,49.846,45.11,54.582
Muskingum County,OH,41.814,38.712,44.916
Noble County,OH,43.953,39.406,48.5
Ottawa County,OH,50.345,47.3,53.39
Paulding County,OH,47.358,43.167,51.549
Perry County,OH,43.341,40.474,46.208
Pickaway County,OH,54.868,50.075,59.661
Pike County,OH,40.512,36.624,44.4
Portage County,OH,52.047,49.098,54.996
Preble County,OH,49.516,46.338,52.694
Putnam County,OH,56.519,52.704,60.334
Richland County,OH,41.948,39.834,44.062
Ross County,OH,42.466,39.405,45.527
Sandusky County,OH,46.447,42.882,50.012
Scioto County,OH,37.625,35.084,40.166
Seneca County,OH,45.003,41.939,48.067
Shelby County,OH,50.774,47.361,54.187
Stark County,OH,47.745,46.281,49.209
Summit County,OH,50.453,49.058,51.848
Trumbull County,OH,43.16,41.326,44.994
Tuscarawas County,OH,46.128,43.733,48.523
Union County,OH,69.9,63.58,76.22
Van Wert County,OH,49.565,45.344,53.786
Vinton County,OH,37.633,34.804,40.462
Warren County,OH,72.973,69.386,76.56
Washington County,OH,45.048,41.445,48.651
Wayne County,OH,50.106,47.191,53.021
Williams County,OH,42.214,39.521,44.907
Wood County,OH,54.996,52.01,57.982
Wyandot County,OH,47.905,44.058,51.752
Oklahoma,OH,47.524,47.077,47.971
Adair County,OK,31.386,28.494,34.278
Alfalfa County,OK,51.885,46.933,56.837
Atoka County,OK,35.91,33.08,38.74
Beaver County,OK,56.664,51.047,62.281
Beckham County,OK,46.625,42.82,50.43
Blaine County,OK,44.309,40.15,48.468
Bryan County,OK,38.187,35.682,40.692
Caddo County,OK,39.933,37.483,42.383
Canadian County,OK,68.421,65.767,71.075
Carter County,OK,44.402,41.25,47.554
Cherokee County,OK,38.027,35.378,40.676
Choctaw County,OK,29.652,26.956,32.348
Cimarron County,OK,41.8,37.823,45.777
Cleveland County,OK,58.205,55.22,61.19
Coal County,OK,36.566,32.961,40.171
Comanche County,OK,46.071,42.938,49.204
Cotton County,OK,41.469,37.493,45.445
Craig County,OK,36.953,33.534,40.372
Creek County,OK,46.614,43.533,49.695
Custer County,OK,45.574,40.936,50.212
Delaware County,OK,36.424,33.344,39.504
Dewey County,OK,50.348,46.166,54.53
Ellis County,OK,52.032,48.769,55.295
Garfield County,OK,49.136,46.412,51.86
Garvin County,OK,40.774,37.646,43.902
Grady County,OK,51.199,48.203,54.195
Grant County,OK,49.774,45.148,54.4
Greer County,OK,34.872,31.413,38.331
Harmon County,OK,33.75,30.662,36.838
Harper County,OK,49.204,44.061,54.347
Haskell County,OK,35.313,31.8,38.826
Hughes County,OK,34.837,32.501,37.173
Jackson County,OK,41.37,37.272,45.468
Jefferson County,OK,32.645,29.543,35.747
Johnston County,OK,35.977,33.089,38.865
Kay County,OK,41.514,38.975,44.053
Kingfisher County,OK,59.525,53.848,65.202
Kiowa County,OK,36.699,33.461,39.937
Latimer County,OK,35.522,32.126,38.918
Le Flore County,OK,36.627,34.34,38.914
Lincoln County,OK,46.083,43.344,48.822
Logan County,OK,55.602,50.843,60.361
Love County,OK,52.662,49.777,55.547
McClain County,OK,58.392,53.275,63.509
McCurtain County,OK,34.964,33.066,36.862
McIntosh County,OK,33.45,30.457,36.443
Major County,OK,54.107,49.086,59.128
Marshall County,OK,38.517,35.108,41.926
Mayes County,OK,41.806,39.576,44.036
Murray County,OK,43.783,39.572,47.994
Muskogee County,OK,41.015,38.313,43.717
Noble County,OK,46.874,42.475,51.273
Nowata County,OK,39.706,35.928,43.484
Okfuskee County,OK,34.172,30.743,37.601
Oklahoma County,OK,48.226,46.757,49.695
Okmulgee County,OK,38.183,35.345,41.021
Osage County,OK,48.014,43.965,52.063
Ottawa County,OK,35.58,33.339,37.821
Pawnee County,OK,43.476,40.491,46.461
Payne County,OK,41.037,37.589,44.485
Pittsburg County,OK,39.9,36.522,43.278
Pontotoc County,OK,41.423,38.29,44.556
Pottawatomie County,OK,45.71,43.044,48.376
Pushmataha County,OK,32.215,29.367,35.063
Roger Mills County,OK,56.139,50.277,62.001
Rogers County,OK,56.465,53.845,59.085
Seminole County,OK,35.964,33.793,38.135
Sequoyah County,OK,35.592,32.158,39.026
Stephens County,OK,42.967,39.733,46.201
Texas County,OK,49.78,45.36,54.2
Tillman County,OK,35.274,31.52,39.028
Tulsa County,OK,50.507,49.556,51.458
Wagoner County,OK,58.921,56.18,61.662
Washington County,OK,49.056,45.937,52.175
Washita County,OK,47.391,42.765,52.017
Woods County,OK,48.831,43.934,53.728
Woodward County,OK,56.067,50.406,61.728
Oregon,OK,51.088,50.607,51.569
Baker County,OR,38.966,35.475,42.457
Benton County,OR,54.089,49.559,58.619
Clackamas County,OR,65.555,62.792,68.318
Clatsop County,OR,45.132,41.123,49.141
Columbia County,OR,57.517,52.697,62.337
Coos County,OR,39.956,37.328,42.584
Crook County,OR,38.155,34.688,41.622
Curry County,OR,40.524,37.448,43.6
Deschutes County,OR,52.387,49.264,55.51
Douglas County,OR,41.504,39.033,43.975
Gilliam County,OR,51.978,46.849,57.107
Grant County,OR,41.304,37.034,45.574
Harney County,OR,36.34,32.642,40.038
Hood River County,OR,54.063,49.516,58.61
Jackson County,OR,44.835,42.373,47.297
Jefferson County,OR,42.753,39.284,46.222
Josephine County,OR,37.23,34.074,40.386
Klamath County,OR,39.234,36.331,42.137
Lake County,OR,40.328,36.28,44.376
Lane County,OR,44.976,42.967,46.985
Lincoln County,OR,40.226,37.101,43.351
Linn County,OR,44.358,41.159,47.557
Malheur County,OR,35.094,31.618,38.57
Marion County,OR,48.554,46.347,50.761
Morrow County,OR,51.839,46.569,57.109
Multnomah County,OR,53.519,51.7,55.338
Polk County,OR,52.626,49.042,56.21
Sherman County,OR,53.277,47.661,58.893
Tillamook County,OR,41.662,38.375,44.949
Umatilla County,OR,44.78,41.922,47.638
Union County,OR,44.841,41.885,47.797
Wallowa County,OR,39.743,35.852,43.634
Wasco County,OR,44.01,39.913,48.107
Washington County,OR,66.315,63.653,68.977
Wheeler County,OR,33.387,29.8,36.974
Yamhill County,OR,52.903,49.406,56.4
Pennsylvania,OR,53.224,52.81,53.638
Adams County,PA,60.179,57.548,62.81
Allegheny County,PA,52.385,51.464,53.306
Armstrong County,PA,44.326,41.339,47.313
Beaver County,PA,51.041,49.668,52.414
Bedford County,PA,46.89,44.114,49.666
Berks County,PA,55.936,54.275,57.597
Blair County,PA,43.343,40.351,46.335
Bradford County,PA,47.242,44.251,50.233
Bucks County,PA,77.823,75.7,79.946
Butler County,PA,60.851,58.263,63.439
Cambria County,PA,42.703,40.88,44.526
Cameron County,PA,40.257,36.456,44.058
Carbon County,PA,49.252,46.955,51.549
Centre County,PA,51.573,49.093,54.053
Chester County,PA,85.613,82.405,88.821
Clarion County,PA,43.202,40.903,45.501
Clearfield County,PA,40.23,37.697,42.763
Clinton County,PA,44.224,40.935,47.513
Columbia County,PA,46.938,43.765,50.111
Crawford County,PA,43.969,41.53,46.408
Cumberland County,PA,62.692,60.293,65.091
Dauphin County,PA,52.967,50.618,55.316
Delaware County,PA,62.867,60.255,65.479
Elk County,PA,46.965,44.206,49.724
Erie County,PA,45.476,43.587,47.365
Fayette County,PA,36.902,34.739,39.065
Forest County,PA,37.794,34.591,40.997
Franklin County,PA,50.434,47.58,53.288
Fulton County,PA,48.084,44.073,52.095
Greene County,PA,49.897,46.431,53.363
Huntingdon County,PA,44.531,42.623,46.439
Indiana County,PA,42.611,39.941,45.281
Jefferson County,PA,43.81,41.842,45.778
Juniata County,PA,48.944,45.573,52.315
Lackawanna County,PA,45.098,42.905,47.291
Lancaster County,PA,57.369,55.545,59.193
Lawrence County,PA,44.903,42.641,47.165
Lebanon County,PA,53.861,51.434,56.288
Lehigh County,PA,58.283,56.856,59.71
Luzerne County,PA,44.222,42.684,45.76
Lycoming County,PA,45.211,42.919,47.503
Mc Kean County,PA,44.723,41.422,48.024
Mercer County,PA,43.559,41.297,45.821
Mifflin County,PA,40.957,39.019,42.895
Monroe County,PA,59.492,55.73,63.254
Montgomery County,PA,79.576,77.118,82.034
Montour County,PA,54.547,49.296,59.798
Northampton County,PA,61.51,59.58,63.44
Northumberland County,PA,40.429,38.044,42.814
Perry County,PA,54.92,51.748,58.092
Philadelphia County,PA,39.037,37.849,40.225
Pike County,PA,58.375,53.83,62.92
Potter County,PA,40.323,36.908,43.738
Schuylkill County,PA,43.169,40.843,45.495
Snyder County,PA,49.117,45.966,52.268
Somerset County,PA,45.706,44.145,47.267
Sullivan County,PA,44.191,40.955,47.427
Susquehanna County,PA,49.552,47.341,51.763
Tioga County,PA,47.36,44.509,50.211
Union County,PA,47.996,44.495,51.497
Venango County,PA,43.81,41.255,46.365
Warren County,PA,44.651,41.148,48.154
Washington County,PA,55.796,53.374,58.218
Wayne County,PA,48.663,45.556,51.77
Westmoreland County,PA,53.536,51.6,55.472
Wyoming County,PA,55.882,52.622,59.142
York County,PA,58.471,56.478,60.464
Rhode Island,PA,54.797,53.523,56.071
Bristol County,RI,68.246,61.854,74.638
Kent County,RI,61.923,58.197,65.649
Newport County,RI,69.203,65.011,73.395
Providence County,RI,47.278,45.298,49.258
Washington County,RI,70.705,66.471,74.939
South Carolina,RI,45.337,44.839,45.835
Abbeville County,SC,35.525,32.04,39.01
Aiken County,SC,48.537,46.339,50.735
Allendale County,SC,25.53,22.872,28.188
Anderson County,SC,43.124,41.062,45.186
Bamberg County,SC,30.349,27.16,33.538
Barnwell County,SC,32.205,28.818,35.592
Beaufort County,SC,55.427,52.393,58.461
Berkeley County,SC,52.436,50.225,54.647
Calhoun County,SC,41.209,37.023,45.395
Charleston County,SC,52.752,50.34,55.164
Cherokee County,SC,38.947,35.059,42.835
Chester County,SC,37.537,33.727,41.347
Chesterfield County,SC,34.949,31.531,38.367
Clarendon County,SC,32.268,30.394,34.142
Colleton County,SC,35.558,33.175,37.941
Darlington County,SC,35.64,32.772,38.508
Dillon County,SC,30.516,27.47,33.562
Dorchester County,SC,56.388,52.457,60.319
Edgefield County,SC,44.129,39.898,48.36
Fairfield County,SC,35.49,31.934,39.046
Florence County,SC,42.232,39.175,45.289
Georgetown County,SC,44.283,40.723,47.843
Greenville County,SC,49.659,47.583,51.735
Greenwood County,SC,38.878,35.951,41.805
Hampton County,SC,33.644,30.302,36.986
Horry County,SC,42.83,41.28,44.38
Jasper County,SC,37.715,35.021,40.409
Kershaw County,SC,45.411,42.385,48.437
Lancaster County,SC,44.854,41.74,47.968
Laurens County,SC,38.268,35.316,41.22
Lee County,SC,31.51,28.51,34.51
Lexington County,SC,54.098,51.307,56.889
McCormick County,SC,38.694,34.668,42.72
Marion County,SC,32.283,29.61,34.956
Marlboro County,SC,31.17,28.059,34.281
Newberry County,SC,42,38.277,45.723
Oconee County,SC,39.548,36.268,42.828
Orangeburg County,SC,31.382,28.766,33.998
Pickens County,SC,41.375,38.57,44.18
Richland County,SC,49.782,47.82,51.744
Saluda County,SC,42.286,38.685,45.887
Spartanburg County,SC,44.05,41.823,46.277
Sumter County,SC,37.906,34.817,40.995
Union County,SC,37.501,34.266,40.736
Williamsburg County,SC,29.609,27.053,32.165
York County,SC,54.196,50.549,57.843
South Dakota,SC,51.059,50.111,52.007
Aurora County,SD,50.896,46.912,54.88
Beadle County,SD,49.583,46.379,52.787
Bennett County,SD,34.326,30.85,37.802
Bon Homme County,SD,47.987,43.732,52.242
Brookings County,SD,52.93,48.346,57.514
Brown County,SD,53.15,48.208,58.092
Brule County,SD,47.224,42.548,51.9
Buffalo County,SD,21.658,19.379,23.937
Butte County,SD,41.446,37.285,45.607
Campbell County,SD,49.895,44.691,55.099
Charles Mix County,SD,41.395,37.566,45.224
Clark County,SD,48.024,43.064,52.984
Clay County,SD,43.453,39.509,47.397
Codington County,SD,52.892,47.782,58.002
Corson County,SD,31.42,28.934,33.906
Custer County,SD,51.244,46.078,56.41
Davison County,SD,48.675,43.725,53.625
Day County,SD,43.305,38.69,47.92
Deuel County,SD,51.246,46.436,56.056
Dewey County,SD,34.936,31.499,38.373
Douglas County,SD,49.251,44.041,54.461
Edmunds County,SD,57.148,51.209,63.087
Fall River County,SD,42.007,38.058,45.956
Faulk County,SD,46.633,41.777,51.489
Grant County,SD,52.816,47.953,57.679
Gregory County,SD,36.836,33.215,40.457
Haakon County,SD,43.699,39.049,48.349
Hamlin County,SD,53.944,49.055,58.833
Hand County,SD,51.201,45.889,56.513
Hanson County,SD,61.945,55.975,67.915
Harding County,SD,49.22,44.193,54.247
Hughes County,SD,58.34,53.108,63.572
Hutchinson County,SD,48.879,44.412,53.346
Hyde County,SD,49.184,44.123,54.245
Jackson County,SD,31.922,28.664,35.18
Jerauld County,SD,48.773,43.655,53.891
Jones County,SD,44.876,40.072,49.68
Kingsbury County,SD,51.837,46.873,56.801
Lake County,SD,53.175,47.608,58.742
Lawrence County,SD,45.945,41.789,50.101
Lincoln County,SD,79.857,74.152,85.562
Lyman County,SD,40.639,36.499,44.779
McCook County,SD,57.741,53.228,62.254
McPherson County,SD,38.469,34.52,42.418
Marshall County,SD,50.155,45.322,54.988
Meade County,SD,54.771,50.861,58.681
Mellette County,SD,34.237,30.708,37.766
Miner County,SD,49.159,44.257,54.061
Minnehaha County,SD,55.107,52.264,57.95
Moody County,SD,53.654,48.245,59.063
Pennington County,SD,48.379,45.6,51.158
Perkins County,SD,39.936,35.638,44.234
Potter County,SD,52.758,47.465,58.051
Roberts County,SD,45.911,42.429,49.393
Sanborn County,SD,46.281,41.523,51.039
Shannon County,SD,27.244,24.485,30.003
Spink County,SD,48.125,43.236,53.014
Stanley County,SD,67.172,63.891,70.453
Sully County,SD,59.879,53.636,66.122
Todd County,SD,27.481,24.624,30.338
Tripp County,SD,40.545,36.585,44.505
Turner County,SD,55.708,50.643,60.773
Union County,SD,72.041,64.821,79.261
Walworth County,SD,41.831,37.658,46.004
Yankton County,SD,47.363,42.831,51.895
Ziebach County,SD,32.025,29.359,34.691
Tennessee,SD,44.357,43.81,44.904
Anderson County,TN,46.689,43.06,50.318
Bedford County,TN,42.252,38.213,46.291
Benton County,TN,34.382,31.024,37.74
Bledsoe County,TN,34.948,31.685,38.211
Blount County,TN,47.175,44.523,49.827
Bradley County,TN,43.065,39.806,46.324
Campbell County,TN,33.333,31.067,35.599
Cannon County,TN,41.068,36.832,45.304
Carroll County,TN,36.627,33.282,39.972
Carter County,TN,34.354,31.909,36.799
Cheatham County,TN,51.475,47.181,55.769
Chester County,TN,40.98,36.723,45.237
Claiborne County,TN,33.64,31.068,36.212
Clay County,TN,30.744,27.534,33.954
Cocke County,TN,30.86,27.685,34.035
Coffee County,TN,45.235,42.576,47.894
Crockett County,TN,37.853,34.234,41.472
Cumberland County,TN,40.839,38.219,43.459
Davidson County,TN,48.195,46.397,49.993
Decatur County,TN,37.417,33.542,41.292
DeKalb County,TN,38.595,34.922,42.268
Dickson County,TN,45.914,41.808,50.02
Dyer County,TN,43.425,39.746,47.104
Fayette County,TN,56.573,51.517,61.629
Fentress County,TN,30.299,27.245,33.353
Franklin County,TN,43.851,40.418,47.284
Gibson County,TN,37.498,34.972,40.024
Giles County,TN,41.326,37.376,45.276
Grainger County,TN,35.704,32.99,38.418
Greene County,TN,36.74,34.183,39.297
Grundy County,TN,28.086,25.792,30.38
Hamblen County,TN,37.41,33.91,40.91
Hamilton County,TN,48.38,46.617,50.143
Hancock County,TN,27.323,24.685,29.961
Hardeman County,TN,35.321,32.027,38.615
Hardin County,TN,36.285,33.173,39.397
Hawkins County,TN,39.506,36.361,42.651
Haywood County,TN,35.47,31.844,39.096
Henderson County,TN,39.303,35.391,43.215
Henry County,TN,37.151,33.752,40.55
Hickman County,TN,37.443,34.07,40.816
Houston County,TN,39.753,36.093,43.413
Humphreys County,TN,42.837,38.278,47.396
Jackson County,TN,35.379,32.352,38.406
Jefferson County,TN,41.235,38.546,43.924
Johnson County,TN,31.33,28.315,34.345
Knox County,TN,47.199,45.276,49.122
Lake County,TN,28.524,25.541,31.507
Lauderdale County,TN,33.595,30.341,36.849
Lawrence County,TN,34.614,31.843,37.385
Lewis County,TN,36.255,33.402,39.108
Lincoln County,TN,41.802,39.332,44.272
Loudon County,TN,53.945,49.36,58.53
McMinn County,TN,39.528,35.908,43.148
McNairy County,TN,34.882,31.378,38.386
Macon County,TN,36.886,33.569,40.203
Madison County,TN,43.113,40.136,46.09
Marion County,TN,40.766,37.343,44.189
Marshall County,TN,42.839,39.226,46.452
Maury County,TN,51.303,47.336,55.27
Meigs County,TN,34.801,31.924,37.678
Monroe County,TN,37.392,33.983,40.801
Montgomery County,TN,50.935,49.385,52.485
Moore County,TN,50.358,45.087,55.629
Morgan County,TN,36.39,32.724,40.056
Obion County,TN,40.683,38.077,43.289
Overton County,TN,35.884,32.814,38.954
Perry County,TN,33.776,30.309,37.243
Pickett County,TN,31.996,28.678,35.314
Polk County,TN,36.643,32.857,40.429
Putnam County,TN,37.693,34.564,40.822
Rhea County,TN,37.952,34.412,41.492
Roane County,TN,43.269,39.731,46.807
Robertson County,TN,52.64,48.855,56.425
Rutherford County,TN,53.799,50.659,56.939
Scott County,TN,31.397,28.223,34.571
Sequatchie County,TN,44.111,40.619,47.603
Sevier County,TN,39.905,37.176,42.634
Shelby County,TN,44.015,42.457,45.573
Smith County,TN,43.659,40.29,47.028
Stewart County,TN,41.59,37.411,45.769
Sullivan County,TN,38.84,36.955,40.725
Sumner County,TN,58.291,54.684,61.898
Tipton County,TN,52.339,47.526,57.152
Trousdale County,TN,40.251,35.937,44.565
Unicoi County,TN,37.632,33.801,41.463
Union County,TN,37.453,34.195,40.711
Van Buren County,TN,34.884,31.192,38.576
Warren County,TN,36.942,33.642,40.242
Washington County,TN,43.212,40.748,45.676
Wayne County,TN,33.573,30.046,37.1
Weakley County,TN,36.205,33.118,39.292
White County,TN,35.4,32.228,38.572
Williamson County,TN,97.936,90.972,104.9
Wilson County,TN,60.955,57.235,64.675
Texas,TN,53.067,52.694,53.44
Anderson County,TX,42.471,39.395,45.547
Andrews County,TX,66.878,60.057,73.699
Angelina County,TX,42.128,39.325,44.931
Aransas County,TX,44.551,40.541,48.561
Archer County,TX,58.867,53.751,63.983
Armstrong County,TX,55.177,50.907,59.447
Atascosa County,TX,52.785,49.459,56.111
Austin County,TX,58.792,53.813,63.771
Bailey County,TX,36.821,32.834,40.808
Bandera County,TX,50.107,45.374,54.84
Bastrop County,TX,52.886,48.422,57.35
Baylor County,TX,36.027,32.21,39.844
Bee County,TX,40.68,36.941,44.419
Bell County,TX,51.048,49.849,52.247
Bexar County,TX,50.699,49.819,51.579
Blanco County,TX,57.177,51.282,63.072
Borden County,TX,61.75,55.218,68.282
Bosque County,TX,44.397,40.146,48.648
Bowie County,TX,41.883,38.042,45.724
Brazoria County,TX,73.788,70.909,76.667
Brazos County,TX,41.641,39.2,44.082
Brewster County,TX,40.179,35.977,44.381
Briscoe County,TX,42.139,37.631,46.647
Brooks County,TX,27.875,24.955,30.795
Brown County,TX,41.316,38.014,44.618
Burleson County,TX,48.14,43.983,52.297
Burnet County,TX,53.203,48.299,58.107
Caldwell County,TX,47.227,43.491,50.963
Calhoun County,TX,46.705,42.011,51.399
Callahan County,TX,40.796,36.594,44.998
Cameron County,TX,32.215,30.787,33.643
Camp County,TX,37.801,34.442,41.16
Carson County,TX,58.425,52.612,64.238
Cass County,TX,39.256,35.7,42.812
Castro County,TX,42.966,39.346,46.586
Chambers County,TX,77.281,69.206,85.356
Cherokee County,TX,38.465,35.685,41.245
Childress County,TX,39.025,35.288,42.762
Clay County,TX,50.993,45.81,56.176
Cochran County,TX,39.87,35.77,43.97
Coke County,TX,41.593,37.335,45.851
Coleman County,TX,37.497,34.767,40.227
Collin County,TX,86.634,83.846,89.422
Collingsworth County,TX,38.655,34.58,42.73
Colorado County,TX,46.484,42.648,50.32
Comal County,TX,64.533,59.304,69.762
Comanche County,TX,38.28,34.999,41.561
Concho County,TX,40.837,36.739,44.935
Cooke County,TX,57.378,52.865,61.891
Coryell County,TX,47.018,43.534,50.502
Cottle County,TX,32.722,29.215,36.229
Crane County,TX,61.098,55.286,66.91
Crockett County,TX,49.614,44.31,54.918
Crosby County,TX,36.627,33.505,39.749
Culberson County,TX,33.637,30.075,37.199
Dallam County,TX,43.523,39.154,47.892
Dallas County,TX,50.118,49.169,51.067
Dawson County,TX,41.876,37.847,45.905
Deaf Smith County,TX,41.499,37.568,45.43
Delta County,TX,38.304,34.365,42.243
Denton County,TX,74.569,72.091,77.047
DeWitt County,TX,45.717,41.06,50.374
Dickens County,TX,35.924,32.303,39.545
Dimmit County,TX,36.856,32.981,40.731
