Orig Name,Name,State,Median Household Income,90% CI Lower Bound,90% CI Upper Bound
Atchison County,Atchison2,MO,45.997,41.823,50.171
Audrain County,Audrain1,MO,41.302,38.373,44.231
Barry County,Barry2,MO,38.139,35.247,41.031
Barton County,Barton2,MO,37.581,34.361,40.801
Bates County,Bates1,MO,41.462,38.219,44.705
Benton County,Benton6,MO,33.236,30.829,35.643
Bollinger County,Bollinger1,MO,39.033,35.083,42.983
Boone County,Boone6,MO,50.305,47.568,53.042
Buchanan County,Buchanan2,MO,45.431,42.392,48.47
Butler County,Butler5,MO,35.774,33.238,38.31
Caldwell County,Caldwell3,MO,43.111,39.405,46.817
Callaway County,Callaway1,MO,49.384,45.331,53.437
Camden County,Camden2,MO,44.41,41.073,47.747
Cape Girardeau County,Cape Girardeau1,MO,47.705,44.355,51.055
Carroll County,Carroll9,MO,39.017,34.965,43.069
Carter County,Carter2,MO,32.17,29.084,35.256
Cass County,Cass6,MO,60.97,58.929,63.011
Cedar County,Cedar2,MO,33.631,30.178,37.084
Chariton County,Chariton1,MO,43.049,39.969,46.129
Christian County,Christian3,MO,51.831,49.612,54.05
Clark County,Clark7,MO,43.298,39.479,47.117
Clay County,Clay12,MO,61.598,58.909,64.287
Clinton County,Clinton6,MO,51.221,48.021,54.421
Cole County,Cole1,MO,51.885,49.414,54.356
Cooper County,Cooper1,MO,42.166,38.167,46.165
Crawford County,Crawford8,MO,37.379,33.559,41.199
Dade County,Dade2,MO,37.173,33.467,40.879
Dallas County,Dallas4,MO,34.987,31.647,38.327
Daviess County,Daviess3,MO,41.61,37.721,45.499
DeKalb County,DeKalb4,MO,42.174,38.027,46.321
Dent County,Dent1,MO,34.411,31.191,37.631
Douglas County,Douglas6,MO,31.805,28.879,34.731
Dunklin County,Dunklin1,MO,31.486,28.552,34.42
Franklin County,Franklin15,MO,51.978,49.012,54.944
Gasconade County,Gasconade1,MO,44.065,40.063,48.067
Gentry County,Gentry1,MO,39.444,35.477,43.411
Greene County,Greene8,MO,40.386,38.181,42.591
Grundy County,Grundy3,MO,37.911,35.223,40.599
Harrison County,Harrison5,MO,37.486,33.862,41.11
Henry County,Henry7,MO,39.232,35.888,42.576
Hickory County,Hickory1,MO,33.707,31.034,36.38
Holt County,Holt1,MO,41.652,37.807,45.497
Howard County,Howard5,MO,44.188,40.541,47.835
Howell County,Howell1,MO,32.662,29.74,35.584
Iron County,Iron2,MO,33.091,30.077,36.105
Jackson County,Jackson15,MO,46.185,44.327,48.043
Jasper County,Jasper6,MO,40.047,37.105,42.989
Jefferson County,Jefferson14,MO,58.976,56.398,61.554
Johnson County,Johnson8,MO,49.949,46.353,53.545
Knox County,Knox5,MO,37.581,33.93,41.232
Laclede County,Laclede1,MO,36.895,33.174,40.616
Lafayette County,Lafayette5,MO,48.128,45.625,50.631
Lawrence County,Lawrence7,MO,39.908,36.266,43.55
Lewis County,Lewis3,MO,41.891,37.732,46.05
Lincoln County,Lincoln11,MO,53.804,48.762,58.846
Linn County,Linn3,MO,37.597,33.953,41.241
Livingston County,Livingston5,MO,47.937,45.371,50.503
McDonald County,McDonald1,MO,34.863,31.372,38.354
Macon County,Macon4,MO,35.345,32.921,37.769
Madison County,Madison12,MO,35.363,31.962,38.764
Maries County,Maries1,MO,40.165,36.244,44.086
Marion County,Marion11,MO,42.088,38.514,45.662
Mercer County,Mercer3,MO,38.023,34.145,41.901
Miller County,Miller3,MO,37.36,33.824,40.896
Mississippi County,Mississippi3,MO,30.661,27.905,33.417
Moniteau County,Moniteau1,MO,47.158,43.104,51.212
Monroe County,Monroe11,MO,41.376,37.346,45.406
Montgomery County,Montgomery11,MO,42.105,37.888,46.322
Morgan County,Morgan7,MO,36.867,33.271,40.463
New Madrid County,New Madrid1,MO,34.631,31.696,37.566
Newton County,Newton5,MO,45.448,43.333,47.563
Nodaway County,Nodaway1,MO,42.956,39.041,46.871
Oregon County,Oregon1,MO,29.415,26.68,32.15
Osage County,Osage2,MO,51.958,47.327,56.589
Ozark County,Ozark1,MO,31.025,27.818,34.232
Pemiscot County,Pemiscot1,MO,32.12,29.736,34.504
Perry County,Perry7,MO,50.548,46.329,54.767
Pettis County,Pettis1,MO,40.038,36.7,43.376
Phelps County,Phelps1,MO,40.71,37.079,44.341
Pike County,Pike8,MO,44.408,41.629,47.187
Platte County,Platte1,MO,70.874,66.817,74.931
Polk County,Polk6,MO,38.344,35.629,41.059
Pulaski County,Pulaski6,MO,47.227,43.133,51.321
Putnam County,Putnam5,MO,34.684,31.321,38.047
Ralls County,Ralls1,MO,51.738,47.258,56.218
Randolph County,Randolph6,MO,41.346,37.285,45.407
Ray County,Ray1,MO,51.986,47.565,56.407
Reynolds County,Reynolds1,MO,31.82,28.521,35.119
Ripley County,Ripley2,MO,30.019,26.992,33.046
St. Charles County,St. Charles2,MO,74.22,71.273,77.167
St. Clair County,St. Clair4,MO,33.986,30.685,37.287
Ste. Genevieve County,Ste. Genevieve1,MO,46.874,42.875,50.873
St. Francois County,St. Francois1,MO,40.376,37.517,43.235
St. Louis County,St. Louis2,MO,60.093,58.388,61.798
Saline County,Saline4,MO,41.112,37.826,44.398
Schuyler County,Schuyler2,MO,34.644,31.4,37.888
Scotland County,Scotland1,MO,38.281,34.415,42.147
Scott County,Scott9,MO,40.532,37.696,43.368
Shannon County,Shannon1,MO,27.382,24.625,30.139
Shelby County,Shelby6,MO,42.498,38.535,46.461
Stoddard County,Stoddard1,MO,38.329,35.068,41.59
Stone County,Stone3,MO,40.642,37.446,43.838
Sullivan County,Sullivan2,MO,36.642,33.409,39.875
Taney County,Taney1,MO,35.731,32.723,38.739
Texas County,Texas1,MO,33.755,30.359,37.151
Vernon County,Vernon2,MO,40.267,37.762,42.772
Warren County,Warren7,MO,52.959,47.679,58.239
Washington County,Washington17,MO,34.581,31.699,37.463
Wayne County,Wayne8,MO,30.721,28.071,33.371
Webster County,Webster6,MO,41.561,38.086,45.036
Worth County,Worth3,MO,38.802,34.794,42.81
Wright County,Wright3,MO,31.6,28.71,34.49
St. Louis city,St. Louis3,MO,35.681,34.114,37.248
Montana,Montana1,MO,46.608,45.512,47.704
Beaverhead County,Beaverhead1,MT,41.602,37.403,45.801
Big Horn County,Big Horn1,MT,38.871,35.417,42.325
Blaine County,Blaine2,MT,35.74,32.282,39.198
Broadwater County,Broadwater1,MT,49.758,46.801,52.715
Carbon County,Carbon1,MT,47.52,44.049,50.991
Carter County,Carter3,MT,41.466,37.905,45.027
Cascade County,Cascade1,MT,42.903,39.978,45.828
Chouteau County,Chouteau1,MT,41.004,37.134,44.874
Custer County,Custer3,MT,47.493,43.219,51.767
Daniels County,Daniels1,MT,47.376,43.419,51.333
Dawson County,Dawson2,MT,50.54,45.221,55.859
Deer Lodge County,Deer Lodge1,MT,38.178,34.414,41.942
Fallon County,Fallon1,MT,59.102,52.837,65.367
Fergus County,Fergus1,MT,42.915,38.699,47.131
Flathead County,Flathead1,MT,47.351,44.368,50.334
Gallatin County,Gallatin3,MT,51.569,48.156,54.982
Garfield County,Garfield2,MT,42.757,38.886,46.628
Glacier County,Glacier1,MT,33.428,29.888,36.968
Golden Valley County,Golden Valley1,MT,37.316,33.914,40.718
Granite County,Granite1,MT,47.902,45.442,50.362
Hill County,Hill1,MT,43.509,39.492,47.526
Jefferson County,Jefferson15,MT,61.575,56.236,66.914
Judith Basin County,Judith Basin1,MT,43.272,39.001,47.543
Lake County,Lake8,MT,38.221,35.414,41.028
Lewis and Clark County,Lewis and Clark1,MT,53.572,50.652,56.492
Liberty County,Liberty3,MT,37.911,33.852,41.97
Lincoln County,Lincoln12,MT,36.734,33.206,40.262
McCone County,McCone1,MT,43.132,38.541,47.723
Madison County,Madison13,MT,41.539,37.353,45.725
Meagher County,Meagher1,MT,36.903,33.317,40.489
Mineral County,Mineral2,MT,36.449,32.519,40.379
Missoula County,Missoula1,MT,44.716,41.213,48.219
Musselshell County,Musselshell1,MT,39.827,35.6,44.054
Park County,Park2,MT,42.942,39.529,46.355
Petroleum County,Petroleum1,MT,35.092,31.354,38.83
Phillips County,Phillips4,MT,41.595,37.194,45.996
Pondera County,Pondera1,MT,39.292,35.392,43.192
Powder River County,Powder River1,MT,44.644,39.843,49.445
Powell County,Powell2,MT,40.072,35.996,44.148
Prairie County,Prairie2,MT,40.14,35.944,44.336
Ravalli County,Ravalli1,MT,42.902,38.826,46.978
Richland County,Richland3,MT,65.738,60.84,70.636
Roosevelt County,Roosevelt1,MT,37.511,33.717,41.305
Rosebud County,Rosebud1,MT,50.751,45.884,55.618
Sanders County,Sanders1,MT,32.815,30.681,34.949
Sheridan County,Sheridan2,MT,52.711,47.47,57.952
Silver Bow County,Silver Bow1,MT,39.882,35.897,43.867
Stillwater County,Stillwater1,MT,60.812,55.017,66.607
Sweet Grass County,Sweet Grass1,MT,45,40.285,49.715
Teton County,Teton2,MT,46.208,42.55,49.866
Toole County,Toole1,MT,45.207,40.668,49.746
Treasure County,Treasure1,MT,47.089,42.202,51.976
Valley County,Valley2,MT,46.328,41.73,50.926
Wheatland County,Wheatland1,MT,35.875,32.777,38.973
Wibaux County,Wibaux1,MT,43.859,39.109,48.609
Yellowstone County,Yellowstone1,MT,51.653,49.278,54.028
Nebraska,Nebraska1,MT,52.803,52.139,53.467
Adams County,Adams7,NE,48.658,43.986,53.33
Antelope County,Antelope1,NE,50.919,45.617,56.221
Arthur County,Arthur1,NE,43.408,39,47.816
Banner County,Banner1,NE,48.99,43.705,54.275
Blaine County,Blaine3,NE,38.228,34.391,42.065
Boone County,Boone7,NE,52.914,48.618,57.21
Box Butte County,Box Butte1,NE,55.465,49.96,60.97
Boyd County,Boyd2,NE,39.964,35.813,44.115
Brown County,Brown5,NE,42.348,37.987,46.709
Buffalo County,Buffalo1,NE,51.55,47.94,55.16
Burt County,Burt1,NE,49.345,44.908,53.782
Butler County,Butler6,NE,54.24,49.736,58.744
Cass County,Cass7,NE,66.522,62.698,70.346
Cedar County,Cedar3,NE,54.421,48.931,59.911
Chase County,Chase2,NE,52.749,47.269,58.229
Cherry County,Cherry1,NE,43.564,39.175,47.953
Cheyenne County,Cheyenne3,NE,55.964,50.515,61.413
Clay County,Clay13,NE,55.758,51.892,59.624
Colfax County,Colfax1,NE,50.758,45.568,55.948
Cuming County,Cuming1,NE,56.047,52.035,60.059
Custer County,Custer4,NE,45.644,41.51,49.778
Dakota County,Dakota2,NE,50.289,47.228,53.35
Dawes County,Dawes1,NE,40.667,36.666,44.668
Dawson County,Dawson3,NE,47.366,43.394,51.338
Deuel County,Deuel1,NE,44.109,39.43,48.788
Dixon County,Dixon1,NE,52.601,47.962,57.24
Dodge County,Dodge3,NE,50.043,46.679,53.407
Douglas County,Douglas7,NE,52.842,51.128,54.556
Dundy County,Dundy1,NE,45.624,40.835,50.413
Fillmore County,Fillmore2,NE,54.556,50.789,58.323
Franklin County,Franklin16,NE,44.794,40.317,49.271
Frontier County,Frontier1,NE,48.543,43.735,53.351
Furnas County,Furnas1,NE,44.461,40.25,48.672
Gage County,Gage1,NE,50.861,48.018,53.704
Garden County,Garden1,NE,38.645,34.588,42.702
Garfield County,Garfield3,NE,40.436,36.253,44.619
Gosper County,Gosper1,NE,55.319,49.671,60.967
Grant County,Grant7,NE,47.537,42.525,52.549
Greeley County,Greeley2,NE,43.858,39.657,48.059
Hall County,Hall2,NE,48.499,44.61,52.388
Hamilton County,Hamilton6,NE,62.191,56.657,67.725
Harlan County,Harlan2,NE,46.744,42.067,51.421
Hayes County,Hayes1,NE,48.856,43.592,54.12
Hitchcock County,Hitchcock1,NE,40.496,36.479,44.513
Holt County,Holt2,NE,46.667,42.949,50.385
Hooker County,Hooker1,NE,40.732,36.372,45.092
Howard County,Howard6,NE,51.04,45.694,56.386
Jefferson County,Jefferson16,NE,44.947,40.476,49.418
Johnson County,Johnson9,NE,48.511,44.139,52.883
Kearney County,Kearney1,NE,56.791,51.179,62.403
Keith County,Keith1,NE,45.192,40.685,49.699
Keya Paha County,Keya Paha1,NE,41.138,36.737,45.539
Kimball County,Kimball1,NE,45.771,41.357,50.185
Knox County,Knox6,NE,42.745,39.105,46.385
Lancaster County,Lancaster1,NE,52.011,50.517,53.505
Lincoln County,Lincoln13,NE,49.77,46.148,53.392
Logan County,Logan6,NE,50.761,45.517,56.005
Loup County,Loup1,NE,49.132,45.587,52.677
McPherson County,McPherson2,NE,62.28,60.686,63.874
Madison County,Madison14,NE,51.836,48.754,54.918
Merrick County,Merrick1,NE,50.893,46.325,55.461
Morrill County,Morrill1,NE,46.961,42.273,51.649
Nance County,Nance1,NE,48.535,43.543,53.527
Nemaha County,Nemaha2,NE,49.162,44.049,54.275
Nuckolls County,Nuckolls1,NE,43.249,39.069,47.429
Otoe County,Otoe1,NE,51.527,47.209,55.845
Pawnee County,Pawnee2,NE,42.977,38.484,47.47
Perkins County,Perkins1,NE,56.08,50.781,61.379
Phelps County,Phelps2,NE,54.137,48.807,59.467
Pierce County,Pierce2,NE,53.489,49.502,57.476
Platte County,Platte2,NE,61.768,57.764,65.772
Polk County,Polk7,NE,58.162,53.839,62.485
Red Willow County,Red Willow1,NE,43.842,39.607,48.077
Richardson County,Richardson1,NE,44.282,39.97,48.594
Rock County,Rock2,NE,46.051,41.225,50.877
Saline County,Saline5,NE,51.805,47.049,56.561
Sarpy County,Sarpy1,NE,74.008,70.624,77.392
Saunders County,Saunders1,NE,61.961,57.302,66.62
Scotts Bluff County,Scotts Bluff1,NE,47.194,44.27,50.118
Seward County,Seward2,NE,61.802,57.051,66.553
Sheridan County,Sheridan3,NE,40.351,37.323,43.379
Sherman County,Sherman2,NE,43.883,39.767,47.999
Sioux County,Sioux2,NE,47.313,42.243,52.383
Stanton County,Stanton2,NE,55.955,50.351,61.559
Thayer County,Thayer1,NE,49.517,45.14,53.894
Thomas County,Thomas3,NE,39.537,35.392,43.682
Thurston County,Thurston1,NE,41.344,37.112,45.576
Valley County,Valley3,NE,44.726,40.368,49.084
Washington County,Washington18,NE,69.191,63.335,75.047
Wayne County,Wayne9,NE,53.29,47.775,58.805
Webster County,Webster7,NE,40.979,36.73,45.228
Wheeler County,Wheeler2,NE,45.4,41.127,49.673
York County,York2,NE,51.335,49.041,53.629
Nevada,Nevada3,NE,51.487,50.828,52.146
Churchill County,Churchill1,NV,46.84,42.92,50.76
Clark County,Clark8,NV,51.241,50.479,52.003
Douglas County,Douglas8,NV,60.322,55.65,64.994
Elko County,Elko1,NV,72.648,66.193,79.103
Esmeralda County,Esmeralda1,NV,47.18,42.354,52.006
Eureka County,Eureka1,NV,70.535,63.156,77.914
Humboldt County,Humboldt3,NV,67.423,60.9,73.946
Lander County,Lander1,NV,74.347,67.049,81.645
Lincoln County,Lincoln14,NV,45.629,40.757,50.501
Lyon County,Lyon5,NV,48.576,45.024,52.128
Mineral County,Mineral3,NV,40.714,36.477,44.951
Nye County,Nye1,NV,42.881,39.119,46.643
Pershing County,Pershing1,NV,52.001,47.315,56.687
Storey County,Storey1,NV,55.291,49.695,60.887
Washoe County,Washoe1,NV,52.862,51.049,54.675
White Pine County,White Pine1,NV,57.243,52.763,61.723
Carson City,Carson1,NV,45.639,42.577,48.701
New Hampshire,New Hampshire1,NV,66.469,65.316,67.622
Belknap County,Belknap1,NH,59.831,55.591,64.071
Carroll County,Carroll10,NH,57.556,54.609,60.503
Cheshire County,Cheshire1,NH,56.008,52.409,59.607
Coos County,Coos1,NH,42.491,39.026,45.956
Grafton County,Grafton1,NH,56.353,52.081,60.625
Hillsborough County,Hillsborough2,NH,71.233,69.594,72.872
Merrimack County,Merrimack1,NH,62.429,59.679,65.179
Rockingham County,Rockingham1,NH,79.653,76.874,82.432
Strafford County,Strafford1,NH,58.577,54.563,62.591
Sullivan County,Sullivan3,NH,57.142,53.155,61.129
New Jersey,New Jersey1,NH,71.968,71.536,72.4
Atlantic County,Atlantic1,NJ,54.208,51.707,56.709
Bergen County,Bergen1,NJ,84.309,81.445,87.173
Burlington County,Burlington1,NJ,80.479,78.678,82.28
Camden County,Camden3,NJ,61.685,59.433,63.937
Cape May County,Cape May1,NJ,55.409,52.286,58.532
Cumberland County,Cumberland4,NJ,45.438,43.079,47.797
Essex County,Essex2,NJ,54.603,52.841,56.365
Gloucester County,Gloucester1,NJ,78.983,76.838,81.128
Hudson County,Hudson1,NJ,57.72,55.552,59.888
Hunterdon County,Hunterdon1,NJ,103.876,98.74,109.012
Mercer County,Mercer4,NJ,73.75,70.588,76.912
Middlesex County,Middlesex3,NJ,77.33,74.797,79.863
Monmouth County,Monmouth1,NJ,87.22,83.462,90.978
Morris County,Morris2,NJ,100.511,98.431,102.591
Ocean County,Ocean1,NJ,62.937,60.561,65.313
Passaic County,Passaic1,NJ,58.03,55.727,60.333
Salem County,Salem1,NJ,56.645,51.844,61.446
Somerset County,Somerset3,NJ,100.194,97.196,103.192
Sussex County,Sussex2,NJ,82.048,77.755,86.341
Union County,Union10,NJ,68.172,65.147,71.197
Warren County,Warren8,NJ,71.294,68.242,74.346
New Mexico,New Mexico1,NJ,44.905,44.1,45.71
Bernalillo County,Bernalillo1,NM,47.192,45.738,48.646
Catron County,Catron1,NM,33.256,30.201,36.311
Chaves County,Chaves1,NM,38.403,35.372,41.434
Cibola County,Cibola1,NM,35.081,31.785,38.377
Colfax County,Colfax2,NM,37.156,33.232,41.08
Curry County,Curry1,NM,42.62,39.18,46.06
DeBaca County,DeBaca1,NM,33.789,30.168,37.41
Dona Ana County,Dona Ana1,NM,38.974,36.619,41.329
Eddy County,Eddy1,NM,57.007,54.384,59.63
Grant County,Grant8,NM,38.221,34.376,42.066
Guadalupe County,Guadalupe1,NM,29.147,26.157,32.137
Harding County,Harding1,NM,40.38,36.057,44.703
Hidalgo County,Hidalgo1,NM,34.304,30.639,37.969
Lea County,Lea1,NM,58.994,56.338,61.65
Lincoln County,Lincoln15,NM,39.995,35.718,44.272
Los Alamos County,Los Alamos1,NM,108.477,98.987,117.967
Luna County,Luna1,NM,27.268,24.529,30.007
McKinley County,McKinley1,NM,29.497,26.646,32.348
Mora County,Mora1,NM,27.627,25.22,30.034
Otero County,Otero2,NM,41.736,39.613,43.859
Quay County,Quay1,NM,29.069,25.991,32.147
Rio Arriba County,Rio Arriba1,NM,34.902,31.783,38.021
Roosevelt County,Roosevelt2,NM,36.108,32.363,39.853
Sandoval County,Sandoval1,NM,56.142,52.42,59.864
San Juan County,San Juan2,NM,47.52,44.016,51.024
San Miguel County,San Miguel2,NM,32.964,29.551,36.377
Santa Fe County,Santa Fe1,NM,52.628,49.201,56.055
Sierra County,Sierra2,NM,29.036,26.281,31.791
Socorro County,Socorro1,NM,32.285,28.943,35.627
Taos County,Taos1,NM,36.125,33.314,38.936
Torrance County,Torrance1,NM,37.311,34.078,40.544
Union County,Union11,NM,36.684,32.844,40.524
Valencia County,Valencia1,NM,40.591,36.885,44.297
New York,New York1,NM,58.771,58.381,59.161
Albany County,Albany1,NY,60.371,58.483,62.259
Allegany County,Allegany2,NY,42.655,39.932,45.378
Bronx County,Bronx1,NY,33.687,32.142,35.232
Broome County,Broome1,NY,46.283,43.867,48.699
Cattaraugus County,Cattaraugus1,NY,43.892,41.239,46.545
Cayuga County,Cayuga1,NY,52.792,50.589,54.995
Chautauqua County,Chautauqua2,NY,41.757,40.08,43.434
Chemung County,Chemung1,NY,48.88,45.935,51.825
Chenango County,Chenango1,NY,46.387,43.907,48.867
Clinton County,Clinton7,NY,51.576,48.503,54.649
Columbia County,Columbia4,NY,55.047,51.882,58.212
Cortland County,Cortland1,NY,48.357,45.42,51.294
Delaware County,Delaware4,NY,45.86,43.059,48.661
Dutchess County,Dutchess1,NY,70.925,68.92,72.93
Erie County,Erie1,NY,50.134,49.067,51.201
Essex County,Essex3,NY,50.182,46.667,53.697
Franklin County,Franklin17,NY,45.704,42.313,49.095
Fulton County,Fulton6,NY,45.409,43.347,47.471
Genesee County,Genesee2,NY,52.41,48.85,55.97
Greene County,Greene9,NY,52.597,48.984,56.21
Hamilton County,Hamilton7,NY,49.137,44.845,53.429
Herkimer County,Herkimer1,NY,44.148,40.974,47.322
Jefferson County,Jefferson17,NY,49.781,47.219,52.343
Kings County,Kings2,NY,47.547,46.539,48.555
Lewis County,Lewis4,NY,47.542,43.669,51.415
Livingston County,Livingston6,NY,49.92,46.553,53.287
Madison County,Madison15,NY,51.6,48.543,54.657
Monroe County,Monroe12,NY,51.371,50.069,52.673
Montgomery County,Montgomery12,NY,40.923,37.323,44.523
Nassau County,Nassau2,NY,98.312,96.214,100.41
New York County,New York2,NY,75.459,73.761,77.157
Niagara County,Niagara1,NY,49.274,46.704,51.844
Oneida County,Oneida2,NY,48.35,46.468,50.232
Onondaga County,Onondaga1,NY,52.892,51.203,54.581
Ontario County,Ontario1,NY,58.473,54.671,62.275
Orange County,Orange4,NY,69.228,66.452,72.004
Orleans County,Orleans2,NY,46.577,42.683,50.471
Oswego County,Oswego1,NY,46.926,43.77,50.082
Otsego County,Otsego2,NY,43.104,40.662,45.546
Putnam County,Putnam6,NY,94.334,88.232,100.436
Queens County,Queens1,NY,56.866,55.895,57.837
Rensselaer County,Rensselaer1,NY,59.925,56.685,63.165
Richmond County,Richmond2,NY,70.299,67.681,72.917
Rockland County,Rockland1,NY,83.162,79.386,86.938
St. Lawrence County,St. Lawrence1,NY,43.518,40.977,46.059
Saratoga County,Saratoga1,NY,71.885,68.553,75.217
Schenectady County,Schenectady1,NY,56.508,53.139,59.877
Schoharie County,Schoharie1,NY,48.718,44.718,52.718
Schuyler County,Schuyler3,NY,48.135,45.143,51.127
Seneca County,Seneca1,NY,49.809,46.558,53.06
Steuben County,Steuben2,NY,46.849,44.87,48.828
Suffolk County,Suffolk2,NY,85.886,84.345,87.427
Sullivan County,Sullivan4,NY,48.908,44.979,52.837
Tioga County,Tioga1,NY,52.195,47.883,56.507
Tompkins County,Tompkins1,NY,51.88,47.81,55.95
Ulster County,Ulster1,NY,56.718,53.116,60.32
Warren County,Warren9,NY,54.585,51.219,57.951
Washington County,Washington19,NY,47.547,43.78,51.314
Wayne County,Wayne10,NY,49.191,45.295,53.087
Westchester County,Westchester1,NY,83.152,80.782,85.522
Wyoming County,Wyoming1,NY,53.783,50.978,56.588
Yates County,Yates1,NY,48.368,44.676,52.06
North Carolina,North Carolina1,NY,46.596,46.219,46.973
Alamance County,Alamance1,NC,41.296,38.639,43.953
Alexander County,Alexander2,NC,43.043,38.899,47.187
Alleghany County,Alleghany1,NC,35.266,31.676,38.856
Anson County,Anson1,NC,32.508,29.368,35.648
Ashe County,Ashe1,NC,36.488,33.079,39.897
Avery County,Avery1,NC,37.131,33.631,40.631
Beaufort County,Beaufort1,NC,40.357,37.64,43.074
Bertie County,Bertie1,NC,31.217,28.166,34.268
Bladen County,Bladen1,NC,33.521,30.324,36.718
Brunswick County,Brunswick1,NC,47.387,44.564,50.21
Buncombe County,Buncombe1,NC,47.296,45.412,49.18
Burke County,Burke2,NC,39.275,35.978,42.572
Cabarrus County,Cabarrus1,NC,55.25,52.17,58.33
Caldwell County,Caldwell4,NC,38.653,35.764,41.542
Camden County,Camden4,NC,61.73,56.667,66.793
Carteret County,Carteret1,NC,48.824,45.984,51.664
Caswell County,Caswell1,NC,42.73,39.1,46.36
Catawba County,Catawba1,NC,45.08,42.599,47.561
Chatham County,Chatham2,NC,56.797,52.366,61.228
Cherokee County,Cherokee5,NC,34.62,31.379,37.861
Chowan County,Chowan1,NC,38.887,34.905,42.869
Clay County,Clay14,NC,37.072,33.355,40.789
Cleveland County,Cleveland2,NC,39.444,36.056,42.832
Columbus County,Columbus1,NC,34.321,32.791,35.851
Craven County,Craven1,NC,43.972,41.45,46.494
Cumberland County,Cumberland5,NC,42.582,41.154,44.01
Currituck County,Currituck1,NC,58.024,52.281,63.767
Dare County,Dare1,NC,54.642,51.682,57.602
Davidson County,Davidson1,NC,43.346,40.563,46.129
Davie County,Davie1,NC,47.592,44.057,51.127
Duplin County,Duplin1,NC,34.109,31.308,36.91
Durham County,Durham1,NC,50.745,48.979,52.511
Edgecombe County,Edgecombe1,NC,31.615,29.616,33.614
Forsyth County,Forsyth2,NC,45.944,43.656,48.232
Franklin County,Franklin18,NC,48.166,45.538,50.794
Gaston County,Gaston1,NC,42.056,39.712,44.4
Gates County,Gates1,NC,48.413,44.231,52.595
Graham County,Graham3,NC,33.824,30.489,37.159
Granville County,Granville1,NC,49.342,45.596,53.088
Greene County,Greene10,NC,37.263,33.969,40.557
Guilford County,Guilford1,NC,44.828,42.75,46.906
Halifax County,Halifax1,NC,31.674,29.416,33.932
Harnett County,Harnett1,NC,45.38,42.124,48.636
Haywood County,Haywood1,NC,42.812,39.26,46.364
Henderson County,Henderson3,NC,47.286,44.042,50.53
Hertford County,Hertford1,NC,30.056,28.091,32.021
Hoke County,Hoke1,NC,44.175,40.393,47.957
Hyde County,Hyde1,NC,36.891,33.021,40.761
Iredell County,Iredell1,NC,54.026,51.386,56.666
Jackson County,Jackson16,NC,38.13,34.626,41.634
Johnston County,Johnston1,NC,50.055,47.061,53.049
Jones County,Jones4,NC,38.928,34.795,43.061
Lee County,Lee9,NC,46.073,42.371,49.775
Lenoir County,Lenoir1,NC,35.991,32.967,39.015
Lincoln County,Lincoln16,NC,49.676,46.438,52.914
McDowell County,McDowell1,NC,37.881,34.526,41.236
Macon County,Macon5,NC,37.884,34.261,41.507
Madison County,Madison16,NC,38.445,34.901,41.989
Martin County,Martin5,NC,35.93,32.415,39.445
Mecklenburg County,Mecklenburg1,NC,59.049,56.986,61.112
Mitchell County,Mitchell4,NC,36.795,33.283,40.307
Montgomery County,Montgomery13,NC,38.53,34.85,42.21
Moore County,Moore1,NC,51.65,47.826,55.474
Nash County,Nash1,NC,43.348,40.519,46.177
New Hanover County,New Hanover1,NC,49.905,46.982,52.828
Northampton County,Northampton1,NC,32.063,29.448,34.678
Onslow County,Onslow1,NC,47.201,44.38,50.022
Orange County,Orange5,NC,60.304,55.834,64.774
Pamlico County,Pamlico1,NC,43.097,38.669,47.525
Pasquotank County,Pasquotank1,NC,44.596,42.626,46.566
Pender County,Pender1,NC,45.453,41.279,49.627
Perquimans County,Perquimans1,NC,41.328,37.02,45.636
Person County,Person1,NC,45.841,42.582,49.1
Pitt County,Pitt1,NC,41.765,39.901,43.629
Polk County,Polk8,NC,45.464,41.549,49.379
Randolph County,Randolph7,NC,41.77,39.389,44.151
Richmond County,Richmond3,NC,34.665,32.177,37.153
Robeson County,Robeson1,NC,30.414,28.864,31.964
Rockingham County,Rockingham2,NC,39.606,36.761,42.451
Rowan County,Rowan2,NC,44.973,42.395,47.551
Rutherford County,Rutherford1,NC,35.629,32.789,38.469
Sampson County,Sampson1,NC,33.876,31.361,36.391
Scotland County,Scotland2,NC,32.782,30.377,35.187
Stanly County,Stanly1,NC,41.921,39.077,44.765
Stokes County,Stokes1,NC,45.065,41.067,49.063
Surry County,Surry1,NC,37.915,34.872,40.958
Swain County,Swain1,NC,34.788,32.43,37.146
Transylvania County,Transylvania1,NC,44.49,40.793,48.187
Tyrrell County,Tyrrell1,NC,32.773,29.242,36.304
Union County,Union12,NC,64.381,60.573,68.189
Vance County,Vance1,NC,33.609,30.454,36.764
Wake County,Wake1,NC,66.95,64.949,68.951
Warren County,Warren10,NC,33.869,30.538,37.2
Washington County,Washington20,NC,32.867,29.524,36.21
Watauga County,Watauga1,NC,41.942,39.216,44.668
Wayne County,Wayne11,NC,36.89,34.952,38.828
Wilkes County,Wilkes2,NC,33.398,30.95,35.846
Wilson County,Wilson2,NC,39.268,36.782,41.754
Yadkin County,Yadkin1,NC,40.801,36.771,44.831
Yancey County,Yancey1,NC,35.974,32.449,39.499
North Dakota,North Dakota1,NC,60.227,58.786,61.668
